name,fy,fp,net_income,revenue,revenue_yoy,revenue_qoq,profit_margin
AMERICAN INTERNATIONAL VENTURES INC /DE/,2016.0,Q2,-186090.0,,,,
AMERICAN MEDIA INC,2015.0,Q3,9960000.0,,,,
"AMERICAN MIDSTREAM PARTNERS, LP",2015.0,FY,-34039000.0,294079000.0,,,-0.11574780926213704
AMERICAN NATIONAL BANKSHARES INC.,2015.0,FY,15747000.0,,,,
AMERICAN NATIONAL INSURANCE CO /TX/,2015.0,FY,266481000.0,3119210000.0,,,0.08543220879645808
AMERICAN POWER GROUP CORP,2015.0,FY,38112.0,,,,
AMERICAN POWER GROUP CORP,2016.0,Q1,3624303.0,,,,
AMERICAN PUBLIC EDUCATION INC,2015.0,FY,42034000.0,,,,
"AMERICAN RAILCAR INDUSTRIES, INC.",2015.0,FY,86896000.0,,,,
"AMERICAN REALTY CAPITAL - RETAIL CENTERS OF AMERICA, INC.",2015.0,FY,-1052000.0,1397000.0,,,-0.753042233357194
"AMERICAN REALTY CAPITAL GLOBAL TRUST II, INC.",2015.0,FY,-20000.0,0.0,,,-inf
"AMERICAN REALTY CAPITAL HEALTHCARE TRUST III, INC.",2015.0,FY,-16000.0,0.0,,,-inf
"AMERICAN REALTY CAPITAL HOSPITALITY TRUST, INC.",2015.0,FY,-14841000.0,,,,
"AMERICAN REALTY CAPITAL NEW YORK CITY REIT, INC.",2015.0,FY,0.0,0.0,,,
AMERICAN REALTY INVESTORS INC,2015.0,FY,41276000.0,,,,
"AMERICAN RENAISSANCE CAPITAL, INC.",2014.0,FY,-3268.0,0.0,,,-inf
AMERICAN RIVER BANKSHARES,2015.0,FY,3057000.0,,,,
AMERICAN SHARED HOSPITAL SERVICES,2015.0,FY,-312000.0,,,,
AMERICAN SOFTWARE INC,2016.0,Q3,2841000.0,,,,
AMERICAN SOIL TECHNOLOGIES INC,2015.0,FY,80819.0,29568.0,,,2.733326569264069
AMERICAN SOIL TECHNOLOGIES INC,2016.0,Q1,,0.0,,-1.0,
AMERICAN STATES WATER CO,2015.0,FY,62686000.0,,,,
AMERICAN SUPERCONDUCTOR CORP /DE/,2015.0,Q3,-6353000.0,,,,
AMERICAN TAX CREDIT PROPERTIES II L P,2015.0,Q3,3552720.0,31806.0,,,111.69967930579136
AMERICAN TAX CREDIT PROPERTIES III LP,2015.0,Q3,-1532.0,13348.0,,,-0.11477374887623613
AMERICAN TAX CREDIT TRUST SERIES I,2015.0,Q3,-2224973.0,2299.0,,,-967.8003479773814
AMERICAN TOWER CORP /MA/,2015.0,FY,551333000.0,,,,
AMERICAN VANGUARD CORP,2015.0,FY,34449000.0,,,,
"AMERICAN WATER WORKS COMPANY, INC.",2015.0,FY,369000000.0,,,,
AMERICAN WOODMARK CORP,2016.0,Q3,7282000.0,,,,
"AMERICANN, INC.",2015.0,FY,-1301374.0,30000.0,,,-43.379133333333336
"AMERICANN, INC.",2016.0,Q1,-242003.0,30000.0,,0.0,-8.066766666666666
AMERICATOWNE INC.,2015.0,FY,28588.0,191921.0,,,0.148957122982894
AMERIGAS PARTNERS LP,2016.0,Q1,-39571000.0,,,,
AMERINST INSURANCE GROUP LTD,2015.0,FY,,2146024.0,,,
AMERIPRISE FINANCIAL INC,2015.0,FY,1334000000.0,11230000000.0,,,0.11878895814781834
AMERIS BANCORP,2015.0,FY,20018000.0,,,,
AMERISAFE INC,2015.0,FY,43637000.0,356335000.0,,,0.12246060589052436
AMERISERV FINANCIAL INC /PA/,2015.0,FY,5193000.0,,,,
AMERISOURCEBERGEN CORP,2016.0,Q1,-199947000.0,33588602000.0,,,-0.005952822924871955
AMERITYRE CORP,2016.0,Q2,-128465.0,,,,
AMES NATIONAL CORP,2015.0,FY,13953644.0,,,,
AMETEK INC/,2015.0,FY,516999000.0,,,,
AMGEN INC,2015.0,FY,5081000000.0,18676000000.0,,,0.27206039837224244
AMICUS THERAPEUTICS INC,2015.0,FY,-59633000.0,,,,
"AMKOR TECHNOLOGY, INC.",2015.0,FY,109296000.0,,,,
AMN HEALTHCARE SERVICES INC,2015.0,FY,32933000.0,1011816000.0,,,0.0325484080109427
AMPCO PITTSBURGH CORP,2015.0,FY,12437000.0,,,,
"AMPHASTAR PHARMACEUTICALS, INC.",2015.0,FY,11862000.0,,,,
"AMPIO PHARMACEUTICALS, INC.",2015.0,FY,-24008558.0,50000.0,,,-480.17116
"AMPLE-TEE, INC.",2016.0,Q1,-5220.0,,,,
AMPLIPHI BIOSCIENCES CORP,2015.0,FY,-11307000.0,,,,
"AMPLITECH GROUP, INC.",2015.0,FY,-770070.0,,,,
AMREP CORP.,2016.0,Q3,-309000.0,13220000.0,,,-0.023373676248108925
AMSURG CORP,2015.0,FY,72703000.0,1057196000.0,,,0.06876965103916398
AMTECH SYSTEMS INC,2016.0,Q1,-5195000.0,,,,
"AMTRUST FINANCIAL SERVICES, INC.",2015.0,FY,282226000.0,2697895000.0,,,0.10460970497369246
"AMYRIS, INC.",2015.0,FY,,41119000.0,,,
ANADARKO PETROLEUM CORP,2015.0,FY,801000000.0,14581000000.0,,,0.054934503806323295
ANADIGICS INC,2015.0,FY,-53979000.0,,,,
ANALOG DEVICES INC,2016.0,Q1,178757000.0,,,,
ANALOGIC CORP,2016.0,Q2,9830000.0,133945000.0,,,0.07338833103139349
ANAVEX LIFE SCIENCES CORP.,2016.0,Q1,-786718.0,,,,
ANCESTRY.COM LLC,2015.0,FY,-79700000.0,540391000.0,,,-0.14748580194710867
ANCHOR BANCORP,2016.0,Q2,8785000.0,,,,
ANCHOR BANCORP WISCONSIN INC,2015.0,FY,111623000.0,,,,
"ANDALAY SOLAR, INC.",2014.0,FY,-2830047.0,,,,
"ANDALAY SOLAR, INC.",2015.0,Q3,-2830047.0,,,,
"ANDERSONS, INC.",2015.0,FY,89939000.0,,,,
ANDES 7 INC.,2015.0,FY,-3869.0,0.0,,,-inf
ANDES 8 INC.,2015.0,FY,-3876.0,0.0,,,-inf
ANDES 9 INC.,2015.0,FY,-3876.0,0.0,,,-inf
ANDINA ACQUISITION CORP. II,2015.0,FY,-57833.0,,,,
ANDINA ACQUISITION CORP. II,2015.0,Q3,-15750.0,,,,
ANDREA ELECTRONICS CORP,2015.0,FY,-2892593.0,,,,
"ANGIE'S LIST, INC.",2015.0,FY,-32989000.0,245642000.0,,,-0.1342970664625756
ANGIODYNAMICS INC,2016.0,Q2,1338000.0,,,,
ANI PHARMACEUTICALS INC,2015.0,FY,301000.0,30082000.0,,,0.010005983644704475
"ANIKA THERAPEUTICS, INC.",2015.0,FY,20575000.0,,,,
ANIXTER INTERNATIONAL INC,2015.0,FY,200500000.0,,,,
ANNALY CAPITAL MANAGEMENT INC,2015.0,FY,3729698000.0,,,,
"ANPULO FOOD DEVELOPMENT, INC.",2016.0,Q2,-7460.0,,,,
ANSYS INC,2015.0,FY,245327000.0,861260000.0,,,0.28484662006827205
"ANTARES PHARMA, INC.",2015.0,FY,-20506776.0,20618500.0,,,-0.9945813710987705
ANTERO MIDSTREAM PARTNERS LP,2015.0,FY,,58234000.0,,,
ANTERO RESOURCES CORP,2015.0,FY,,1313134000.0,,,
"ANTHEM, INC.",2015.0,FY,2489700000.0,71023500000.0,,,0.03505459460601069
ANTHERA PHARMACEUTICALS INC,2015.0,FY,-30861000.0,245000.0,,,-125.96326530612245
"ANTRIABIO, INC.",2016.0,Q2,-2935568.0,,,,
ANWORTH MORTGAGE ASSET CORP,2015.0,FY,75720000.0,,,,
AON PLC,2015.0,FY,,11815000000.0,,,
"AOXIN TIANLI GROUP, INC.",2015.0,FY,4683131.0,38533474.0,,,0.12153409785995418
"AOXING PHARMACEUTICAL COMPANY, INC.",2016.0,Q2,601952.0,,,,
AP EVENT INC.,2016.0,Q2,-517.0,0.0,,,-inf
"AP GAMING HOLDCO, INC.",2015.0,FY,-8156000.0,,,,
APACHE OFFSHORE INVESTMENT PARTNERSHIP,2015.0,FY,965930.0,3556086.0,,,0.27162728910380685
APARTMENT INVESTMENT & MANAGEMENT CO,2015.0,FY,207290000.0,974053000.0,,,0.2128118285144648
API TECHNOLOGIES CORP.,2015.0,FY,-2124000.0,,,,
APIGEE CORP,2016.0,Q2,,17008000.0,,,
"APOGEE ENTERPRISES, INC.",2015.0,Q3,13736000.0,,,,
APOLLO ACQUISITION CORP,2016.0,Q2,-11250.0,0.0,,,-inf
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",2015.0,FY,52485000.0,,,,
APOLLO EDUCATION GROUP INC,2016.0,Q1,33785000.0,,,,
APOLLO GLOBAL MANAGEMENT LLC,2015.0,FY,248978000.0,1309073000.0,,,0.19019412973913602
"APOLLO MEDICAL HOLDINGS, INC.",2015.0,Q3,-1691583.0,7642474.0,,,-0.22133971276840458
"APOLLO RESIDENTIAL MORTGAGE, INC.",2015.0,FY,-47211000.0,,,,
APPFOLIO INC,2015.0,FY,-7305000.0,,,,
"APPLE HOSPITALITY REIT, INC.",2015.0,FY,115222000.0,387991000.0,,,0.29697080602385106
APPLE INC,2016.0,Q1,18024000000.0,,,,
"APPLE REIT TEN, INC.",2015.0,FY,26338000.0,158916000.0,,,0.1657353570439729
APPLIED DNA SCIENCES INC,2016.0,Q1,-7828644.0,,,,
APPLIED GENETIC TECHNOLOGIES CORP,2016.0,Q2,-4650000.0,652000.0,,,-7.131901840490798
APPLIED INDUSTRIAL TECHNOLOGIES INC,2016.0,Q2,29707000.0,,,,
APPLIED MATERIALS INC /DE,2016.0,Q1,348000000.0,,,,
APPLIED MICRO CIRCUITS CORP,2015.0,Q3,-12131000.0,,,,
"APPLIED MINERALS, INC.",2015.0,FY,-13063526.0,54825.0,,,-238.2768080255358
"APPLIED OPTOELECTRONICS, INC.",2015.0,FY,-1406000.0,,,,
APPROACH RESOURCES INC,2015.0,FY,-347000.0,,,,
"APPTIGO INTERNATIONAL, INC.",2015.0,Q1,-6762.0,0.0,,,-inf
"APPTIGO INTERNATIONAL, INC.",2015.0,Q2,-191752.0,0.0,,,-inf
"APPYEA, INC",2016.0,Q2,-78353.0,750.0,,,-104.47066666666667
"APRICUS BIOSCIENCES, INC.",2015.0,FY,-16938000.0,,,,
"APX GROUP HOLDINGS, INC.",2015.0,FY,-124513000.0,500908000.0,,,-0.2485745885471983
AQUA AMERICA INC,2015.0,FY,143069000.0,680677000.0,,,0.2101863291987242
"AQUA METALS, INC.",2015.0,FY,-2373751.0,,,,
"AQUINOX PHARMACEUTICALS, INC",2015.0,FY,-8729000.0,,,,
AR CAPITAL ACQUISITION,2015.0,FY,-313188.0,3077.0,,,-101.78355541111472
ARADIGM CORP,2015.0,FY,,6631000.0,,,
ARALEZ PHARMACEUTICALS INC.,2015.0,FY,-16708299.0,,,,
ARAMARK,2016.0,Q1,85497000.0,,,,
"ARATANA THERAPEUTICS, INC.",2015.0,FY,-6938000.0,,,,
ARAX HOLDINGS CORP,2015.0,FY,-50294.0,0.0,,,-inf
ARAX HOLDINGS CORP,2016.0,Q1,-7557.0,0.0,,,-inf
ARBOR ENTECH CORP,2016.0,Q3,-3764.0,,,,
ARBOR REALTY TRUST INC,2015.0,FY,21298737.0,,,,
ARBUTUS BIOPHARMA CORP,2015.0,FY,-14063000.0,15465000.0,,,-0.9093436792757841
"ARC DOCUMENT SOLUTIONS, INC.",2015.0,FY,-15323000.0,,,,
"ARC GROUP WORLDWIDE, INC.",2016.0,Q2,-60000.0,,,,
ARC LOGISTICS PARTNERS LP,2015.0,FY,,47841000.0,,,
"ARCA BIOPHARMA, INC.",2015.0,FY,-9689000.0,,,,
"ARCADIA BIOSCIENCES, INC.",2015.0,FY,-18339000.0,,,,
ARCBEST CORP /DE/,2015.0,FY,15811000.0,,,,
ARCH CAPITAL GROUP LTD.,2015.0,FY,709731000.0,3526157000.0,,,0.2012760634310951
"ARCH THERAPEUTICS, INC.",2016.0,Q1,379145.0,0.0,,,inf
ARCHER DANIELS MIDLAND CO,2015.0,FY,1342000000.0,89804000000.0,,,0.014943655071043607
"ARCHROCK, INC.",2015.0,FY,123164000.0,,,,
ARCTIC CAT INC,2015.0,Q3,7487000.0,,,,
"ARDELYX, INC.",2015.0,FY,,28928000.0,,,
ARENA PHARMACEUTICALS INC,2015.0,FY,-19435000.0,81394000.0,,,-0.2387768140157751
ARES COMMERCIAL REAL ESTATE CORP,2015.0,FY,13766000.0,32030000.0,,,0.42978457695910083
ARES MANAGEMENT LP,2015.0,FY,17842000.0,478655000.0,,,0.037275281779152
"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",2015.0,FY,143200000.0,1475100000.0,,,0.09707816419225815
ARGOS THERAPEUTICS INC,2015.0,FY,-23921563.0,4421689.0,,,-5.410051000873196
ARI NETWORK SERVICES INC /WI,2016.0,Q2,260000.0,,,,
ARIAD PHARMACEUTICALS INC,2015.0,FY,-274158000.0,45561000.0,,,-6.017383288338711
"ARIEL CLEAN ENERGY, INC.",2015.0,FY,-20252.0,,,,
"ARISTA NETWORKS, INC.",2015.0,FY,42460000.0,,,,
ARISTOCRAT GROUP CORP.,2016.0,Q1,-1372360.0,,,,
ARISTOCRAT GROUP CORP.,2016.0,Q2,-595335.0,,,,
ARK RESTAURANTS CORP,2016.0,Q1,722000.0,,,,
"ARKADOS GROUP, INC.",2016.0,Q2,-202458.0,,,,
ARKANOVA ENERGY CORP.,2015.0,FY,-3005041.0,,,,
ARKANOVA ENERGY CORP.,2016.0,Q1,-728641.0,,,,
ARLINGTON ASSET INVESTMENT CORP.,2015.0,FY,52823000.0,,,,
"ARMADA HOFFLER PROPERTIES, INC.",2015.0,FY,7336000.0,140036000.0,,,0.052386529178211315
"ARMOUR RESIDENTIAL REIT, INC.",2015.0,FY,-187044000.0,,,,
"ARMSTRONG ENERGY, INC.",2015.0,FY,-25072000.0,415282000.0,,,-0.060373432992520744
ARMSTRONG WORLD INDUSTRIES INC,2015.0,FY,94100000.0,,,,
"ARNO THERAPEUTICS, INC",2015.0,FY,7770767.0,,,,
"ARNO THERAPEUTICS, INC",2015.0,Q3,-39656975.0,,,,
AROTECH CORP,2015.0,FY,2152351.0,88571428.0,,,0.024300737253553143
AROWANA INC.,2015.0,Q3,-5673.0,,,,
ARQULE INC,2015.0,FY,-24600000.0,,,,
ARRAY BIOPHARMA INC,2016.0,Q2,-8611000.0,26919000.0,,,-0.3198855826739478
ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,2015.0,FY,659209.0,,,,
ARRIS INTERNATIONAL PLC,2015.0,FY,-48760000.0,,,,
ARROW ELECTRONICS INC,2015.0,FY,399420000.0,,,,
ARROW FINANCIAL CORP,2015.0,FY,21795000.0,,,,
ARROWHEAD RESEARCH CORP,2016.0,Q1,-22575282.0,170750.0,,,-132.212486090776
ARTESIAN RESOURCES CORP,2015.0,FY,8301000.0,,,,
ARTISAN PARTNERS ASSET MANAGEMENT INC.,2015.0,FY,24807000.0,685841000.0,,,0.036170191050112196
ARTS WAY MANUFACTURING CO INC,2015.0,FY,935247.0,,,,
AS-IP TECH INC,2016.0,Q2,-24778.0,3045.0,,,-8.137274220032841
ASB BANCORP INC,2015.0,FY,1454000.0,,,,
ASBURY AUTOMOTIVE GROUP INC,2015.0,FY,109100000.0,5334900000.0,,,0.020450242741194773
"ASCENA RETAIL GROUP, INC.",2016.0,Q2,8700000.0,,,,
"ASCENT CAPITAL GROUP, INC.",2015.0,FY,-21471000.0,,,,
"ASCENT SOLAR TECHNOLOGIES, INC.",2015.0,FY,-43354449.0,,,,
"ASHFORD HOSPITALITY PRIME, INC.",2015.0,FY,-11782000.0,233496000.0,,,-0.050459108507212115
ASHFORD HOSPITALITY TRUST INC,2015.0,FY,-41283000.0,939527000.0,,,-0.043940195438768655
ASHFORD INC,2015.0,FY,-47719000.0,960000.0,,,-49.70729166666667
ASHLAND INC.,2016.0,Q1,32000000.0,,,,
"ASIA EQUITY EXCHANGE GROUP, INC.",2015.0,FY,-25700.0,,,,
"ASIA EQUITY EXCHANGE GROUP, INC.",2016.0,Q1,-25700.0,,,,
ASIA TRAVEL CORP,2015.0,Q3,,312179.0,,,
"ASIYA PEARLS, INC.",2016.0,Q1,-19170.0,,,,
ASML HOLDING NV,2015.0,FY,1015490000.0,,,,
ASPEN AEROGELS INC,2015.0,FY,-47611000.0,,,,
"ASPEN GROUP, INC.",2016.0,Q3,-1214951.0,1286138.0,,,-0.9446505740441539
ASPEN INSURANCE HOLDINGS LTD,2015.0,FY,91800000.0,576600000.0,,,0.15920915712799166
ASPEN TECHNOLOGY INC /DE/,2016.0,Q2,30464000.0,107790000.0,,,0.2826236200018555
"ASSEMBLY BIOSCIENCES, INC.",2015.0,FY,-23788799.0,,,,
ASSOCIATED BANC-CORP,2015.0,FY,188692000.0,,,,
"ASSOCIATED CAPITAL GROUP, INC.",2015.0,FY,422000.0,,,,
"ASSOCIATED MATERIALS, LLC",2015.0,FY,-33493000.0,,,,
ASSURANT INC,2015.0,FY,488907000.0,9047657000.0,,,0.05403686280326498
ASSURED GUARANTY LTD,2015.0,FY,808000000.0,1608000000.0,,,0.5024875621890548
ASTA FUNDING INC,2016.0,Q1,370000.0,10462000.0,,,0.035366086790288666
ASTEA INTERNATIONAL INC,2015.0,FY,-3447000.0,20734000.0,,,-0.1662486736760876
ASTEC INDUSTRIES INC,2015.0,FY,39042000.0,,,,
"ASTERIAS BIOTHERAPEUTICS, INC.",2015.0,FY,-22380000.0,0.0,,,-inf
ASTERIKO CORP.,2016.0,Q2,-2382.0,0.0,,,-inf
ASTORIA FINANCIAL CORP,2015.0,FY,66593000.0,,,,
ASTRONICS CORP,2015.0,FY,27266000.0,,,,
ASURE SOFTWARE INC,2015.0,FY,-262000.0,27206000.0,,,-0.009630228626038373
AT&T INC.,2015.0,FY,18418000000.0,128752000000.0,,,0.1430502050453585
"ATARA BIOTHERAPEUTICS, INC.",2015.0,FY,-8773000.0,,,,
"ATEL 12, LLC",2015.0,FY,894000.0,4180000.0,,,0.2138755980861244
"ATEL 14, LLC",2015.0,FY,774000.0,15311000.0,,,0.05055189079746587
"ATEL 15, LLC",2015.0,FY,-924000.0,10762000.0,,,-0.08585764727745772
"ATEL 16, LLC",2015.0,FY,-364000.0,909000.0,,,-0.4004400440044004
ATEL CAPITAL EQUIPMENT FUND IX LLC,2015.0,FY,5370000.0,9188000.0,,,0.5844579886808882
ATEL CAPITAL EQUIPMENT FUND VIII LLC,2015.0,FY,2156000.0,4031000.0,,,0.534854874720913
ATEL CAPITAL EQUIPMENT FUND X LLC,2015.0,FY,4645000.0,11981000.0,,,0.3876971872130874
"ATEL CAPITAL EQUIPMENT FUND XI, LLC",2015.0,FY,1727000.0,3918000.0,,,0.44078611536498213
"ATEL GROWTH CAPITAL FUND 8, LLC",2015.0,FY,54000.0,807000.0,,,0.06691449814126393
ATHENAHEALTH INC,2015.0,FY,2594000.0,595003000.0,,,0.004359641884158568
ATLANTIC ALLIANCE PARTNERSHIP CORP.,2015.0,FY,-225931.0,,,,
ATLANTIC AMERICAN CORP,2015.0,FY,4430000.0,166321000.0,,,0.026635241490852026
"ATLANTIC CAPITAL BANCSHARES, INC.",2015.0,FY,5143000.0,,,,
ATLANTIC COAST FINANCIAL CORP,2015.0,FY,1327000.0,,,,
ATLANTIC TELE NETWORK INC /DE,2015.0,FY,,292835000.0,,,
ATLANTICA INC,2015.0,FY,-214758.0,0.0,,,-inf
ATLANTICUS HOLDINGS CORP,2015.0,FY,7177000.0,,,,
ATLAS AIR WORLDWIDE HOLDINGS INC,2015.0,FY,,1656900000.0,,,
"ATLAS ENERGY GROUP, LLC",2015.0,FY,,475099000.0,,,
"ATLAS FINANCIAL HOLDINGS, INC.",2015.0,FY,6180000.0,74027000.0,,,0.08348305348048685
"ATLAS RESOURCE PARTNERS, L.P.",2015.0,FY,,474476000.0,,,
ATMEL CORP,2015.0,FY,-22055000.0,,,,
ATMOS ENERGY CORP,2016.0,Q1,97595000.0,,,,
ATOSSA GENETICS INC,2015.0,FY,-14657926.0,,,,
"ATRICURE, INC.",2015.0,FY,-11462000.0,81889000.0,,,-0.13996995933519765
"ATRINSIC, INC.",2016.0,Q2,-133000.0,,,,
ATRION CORP,2015.0,FY,26582000.0,131993000.0,,,0.20138946762328305
"ATRM HOLDINGS, INC.",2015.0,FY,-8331176.0,,,,
ATTUNITY LTD,2015.0,FY,-629000.0,25197000.0,,,-0.024963289280469897
ATWOOD OCEANICS INC,2016.0,Q1,46218000.0,,,,
ATYR PHARMA INC,2015.0,FY,-20014000.0,,,,
AUDIOCODES LTD,2015.0,FY,4218000.0,,,,
AUDIOEYE INC,2015.0,FY,-9750813.0,523307.0,,,-18.633064338906227
AURORA DIAGNOSTICS HOLDINGS LLC,2015.0,FY,-73014000.0,,,,
AUSCRETE CORP,2015.0,Q3,-1759.0,839.0,,,-2.096543504171633
AUTHENTIDATE HOLDING CORP,2016.0,Q2,-2088000.0,1347000.0,,,-1.5501113585746102
AUTOBYTEL INC,2015.0,FY,38144000.0,78361000.0,,,0.4867727568560891
AUTODESK INC,2015.0,FY,228800000.0,,,,
AUTOHOME INC.,2015.0,FY,456162000.0,,,,
AUTOLIV INC,2015.0,FY,485800000.0,,,,
AUTOMATIC DATA PROCESSING INC,2016.0,Q2,331500000.0,2653600000.0,,,0.12492463069038287
"AUTONATION, INC.",2015.0,FY,374900000.0,17517600000.0,,,0.02140133351600676
AUTOZONE INC,2016.0,Q2,211723000.0,,,,
AUXILIO INC,2015.0,FY,,44032076.0,,,
"AV HOMES, INC.",2015.0,FY,-9477000.0,,,,
"AVALANCHE BIOTECHNOLOGIES, INC.",2015.0,FY,-5276000.0,480000.0,,,-10.991666666666667
"AVALANCHE INTERNATIONAL, CORP.",2015.0,Q3,-140266.0,6431.0,,,-21.810915876224538
AVALON HOLDINGS CORP,2015.0,FY,-1080000.0,,,,
"AVALON OIL & GAS, INC.",2015.0,Q3,109977.0,,,,
AVALONBAY COMMUNITIES INC,2015.0,FY,,1462921000.0,,,
"AVANGARD CAPITAL GROUP, INC",2016.0,Q2,-33701.0,,,,
"AVANT DIAGNOSTICS, INC",2015.0,FY,-525000.0,,,,
"AVANT DIAGNOSTICS, INC",2016.0,Q1,-166000.0,,,,
"AVENUE FINANCIAL HOLDINGS, INC.",2015.0,FY,3949000.0,,,,
AVEO PHARMACEUTICALS INC,2015.0,FY,-107029000.0,1293000.0,,,-82.77571539056459
"AVIAT NETWORKS, INC.",2016.0,Q2,-4500000.0,,,,
"AVID TECHNOLOGY, INC.",2015.0,FY,21153000.0,,,,
AVINGER INC,2015.0,FY,-39901000.0,12964000.0,,,-3.077830916383832
AVISTA CORP,2015.0,FY,111077000.0,1441744000.0,,,0.07704349731991256
AVON PRODUCTS INC,2015.0,FY,-56400000.0,8496800000.0,,,-0.006637793051501742
AVX CORP,2015.0,Q3,38953000.0,,,,
AWARE INC /MA/,2015.0,FY,2596000.0,,,,
AXA EQUITABLE LIFE INSURANCE CO,2015.0,FY,-3573000000.0,2840000000.0,,,-1.2580985915492957
AXIALL CORP/DE/,2015.0,FY,165300000.0,,,,
AXIOM CORP.,2014.0,FY,-66823.0,,,,
AXIOM CORP.,2015.0,FY,-397376.0,57667.0,,,-6.890873463159172
"AXIOM HOLDINGS, INC.",2015.0,FY,-74962.0,,,,
AXIS CAPITAL HOLDINGS LTD,2015.0,FY,727465000.0,4196365000.0,,,0.1733559878609225
"AXOGEN, INC.",2015.0,FY,-17710476.0,16817403.0,,,-1.0531040969881023
AXOVANT SCIENCES LTD.,2015.0,Q3,-10762000.0,,,,
AXT INC,2015.0,FY,-7958000.0,85335000.0,,,-0.09325599109392395
"AYTU BIOSCIENCE, INC",2016.0,Q2,-1620711.0,58929.0,,,-27.50277452527618
AZZ INC,2015.0,Q3,19965000.0,,,,
"B-SCADA, INC.",2015.0,FY,1029563.0,2037572.0,,,0.505289138248857
"B-SCADA, INC.",2016.0,Q1,-148548.0,496144.0,,-0.7565023469109312,-0.2994050114482892
B/E AEROSPACE INC,2015.0,FY,365600000.0,,,,
"BAB, INC.",2015.0,FY,511946.0,2534590.0,,,0.20198375279631026
"BABCOCK & WILCOX ENTERPRISES, INC.",2015.0,FY,174527000.0,1767651000.0,,,0.09873385640038673
BADGER METER INC,2015.0,FY,24617000.0,,,,
"BAHAMAS CONCIERGE, INC.",2015.0,FY,-68561.0,,,,
"BAHAMAS CONCIERGE, INC.",2015.0,Q1,-15896.0,,,,
"BAHAMAS CONCIERGE, INC.",2015.0,Q2,-21849.0,,,,
"BAHAMAS CONCIERGE, INC.",2015.0,Q3,-25805.0,,,,
"BAIXO RELOCATION SERVICES, INC.",2015.0,Q3,-2057.0,,,,
BAKER HUGHES INC,2015.0,FY,1096000000.0,,,,
BALCHEM CORP,2015.0,FY,44874000.0,337173000.0,,,0.1330889484033419
BALDWIN & LYONS INC,2015.0,FY,36588000.0,290972000.0,,,0.1257440578474905
"BALLANTYNE STRONG, INC.",2015.0,FY,163000.0,,,,
"BALLY, CORP.",2015.0,FY,-54408.0,,,,
"BALLY, CORP.",2016.0,Q1,-13525.0,,,,
"BANC OF CALIFORNIA, INC.",2015.0,FY,-84000.0,,,,
BANCFIRST CORP /OK/,2015.0,FY,54317000.0,,,,
"BANCORP, INC.",2015.0,FY,-14422000.0,,,,
BANCORPSOUTH INC,2015.0,FY,94115000.0,,,,
BANK MUTUAL CORP,2015.0,FY,10796000.0,,,,
BANK OF AMERICA CORP /DE/,2015.0,FY,11431000000.0,88942000000.0,,,0.12852195813001732
BANK OF COMMERCE HOLDINGS,2015.0,FY,7935000.0,,,,
BANK OF HAWAII CORP,2015.0,FY,150502000.0,,,,
BANK OF MARIN BANCORP,2015.0,FY,14270000.0,,,,
BANK OF NEW YORK MELLON CORP,2015.0,FY,2104000000.0,,,,
BANK OF SOUTH CAROLINA CORP,2015.0,FY,4076924.0,,,,
BANK OF THE JAMES FINANCIAL GROUP INC,2015.0,FY,3413000.0,,,,
BANK OF THE OZARKS INC,2015.0,FY,91237000.0,,,,
BANKGUAM HOLDING CO,2015.0,FY,9868000.0,,,,
"BANKRATE, INC.",2015.0,FY,-11196000.0,296279000.0,,,-0.03778870591570783
"BANKUNITED, INC.",2015.0,FY,208936000.0,,,,
"BANKWELL FINANCIAL GROUP, INC.",2015.0,FY,5161000.0,,,,
BANNER CORP,2015.0,FY,11584000.0,,,,
BANYAN RAIL SERVICES INC.,2015.0,FY,-11088060.0,,,,
BAR HARBOR BANKSHARES,2015.0,FY,13183000.0,,,,
BARD C R INC /NJ/,2015.0,FY,689800000.0,,,,
BARFRESH FOOD GROUP INC.,2015.0,Q3,-5920092.0,,,,
BARINGTON/HILCO ACQUISITION CORP.,2015.0,FY,-1684.0,,,,
"BARNES & NOBLE EDUCATION, INC.",2016.0,Q3,8650000.0,,,,
BARNES & NOBLE INC,2016.0,Q3,72168000.0,,,,
BARNES GROUP INC,2015.0,FY,270527000.0,,,,
BARNWELL INDUSTRIES INC,2016.0,Q1,-467000.0,6032000.0,,,-0.07742042440318303
BARRACUDA NETWORKS INC,2015.0,Q3,-36000.0,70407000.0,,,-0.00051131279560271
BARREL ENERGY INC.,2016.0,Q1,-8877.0,,,,
BASIC ENERGY SERVICES INC,2015.0,FY,-35929000.0,,,,
BASSETT FURNITURE INDUSTRIES INC,2015.0,FY,5096000.0,,,,
BASSETT FURNITURE INDUSTRIES INC,2016.0,Q1,5956000.0,,,,
BAXALTA INC,2015.0,FY,1288000000.0,,,,
BAXALTA INC,2015.0,Q3,1248000000.0,,,,
BAXTER INTERNATIONAL INC,2015.0,FY,2012000000.0,,,,
BAY BANKS OF VIRGINIA INC,2015.0,FY,1830000.0,,,,
BAYLAKE CORP,2015.0,FY,8009000.0,,,,
BAZAARVOICE INC,2016.0,Q3,-4123000.0,,,,
